Title,Date,Sentiment,Sentiment_Score
SBI to float $2-bn distressed asset fund; to bring in global partners,2019-12-31,Neutral,0.999981164932251
The co-lending model of NBFCs & banks may reshape credit delivery. Will it?,2019-12-31,Neutral,0.9998999834060669
Beleaguered LVB suffers yet another top-level exit as CFO puts in papers,2019-12-31,Negative,0.9999969005584717
Banks' non-food credit growth slows 7.2% to Rs 86.73 trn in Nov: RBI,2019-12-31,Negative,0.9998728036880493
RBI asks UCBs with deposits of over Rs 100 cr to form Board of Management,2019-12-31,Neutral,0.9999942779541016
"Expecting better liquidity, NBFCs hope to come out of dark tunnel in 2020",2019-12-31,Positive,0.9999998807907104
Bank consolidation: Non-anchor PSBs urge govt for new name after merger,2019-12-31,Neutral,0.9999935626983643
"Year in review: History behind, Das-led RBI charts new trails in 2019",2019-12-31,Neutral,0.9999938011169434
10-year bond yields rise on RBI's special open market operations,2019-12-31,Positive,0.9906641244888306
"MDR waiver to hit fintechs, payments companies' business model",2019-12-30,Neutral,0.9872755408287048
RBI wants urban cooperative banks to focus mainly on priority sector,2019-12-30,Neutral,0.9999991655349731
Decade in review: How state-owned banks rose to the occasion amid crisis,2019-12-30,Neutral,0.9995077848434448
"IFIN reports net loss of Rs 13,272 cr in FY19, net revenue down by 87.22%",2019-12-30,Negative,0.9999986886978149
RBI allows use of UPI and other non-bank payment methods to link FASTags,2019-12-30,Neutral,0.9998852014541626
"RBI buys Rs 10,000 cr worth long-term govt securities in second special OMO",2019-12-30,Neutral,0.9999992847442627
"Year in Review: Banking sector bets on reforms, mergers for revival",2019-12-30,Neutral,0.995539128780365
Home loan EMIs to reduce as SBI cuts external benchmark rate by 25 bps,2019-12-30,Neutral,0.6998620629310608
"Finance organisations must focus on risk, governance to be future-ready",2019-12-29,Neutral,0.9995307922363281
"Top 50 corporates reduce debt by about Rs 60,000 cr in first half of FY20",2019-12-29,Positive,0.7178828716278076
"Deposit Insurance Corporation sees Rs 14,100-cr claims amid PMC crisis",2019-12-29,Neutral,0.9939538836479187
HFCs' share in realty loans doubles to Rs 2.01 trillion since 2016: RBI,2019-12-29,Positive,0.7494783997535706
RBI blasts credit rating agencies for allowing 'rating shopping',2019-12-29,Neutral,0.997092604637146
RBI inspection report of scam-hit PMC Bank yet to be finalised: RTI,2019-12-29,Neutral,0.9999803304672241
FM directs CBI to use director identification number in notices to bankers,2019-12-29,Neutral,0.9999808073043823
RBI proposes using equity price movements to signal corporate stress,2019-12-28,Neutral,0.9999620914459229
Banks needn't fear the 'three Cs' of investigation: FM Sitharaman,2019-12-28,Neutral,0.9838481545448303
"Govt's reform measures restored PSBs to health, 13 banks posted profits: FM",2019-12-28,Neutral,0.6932759881019592
"Slowdown, credit squeeze to increase NPA, but banks more resilient now: RBI",2019-12-28,Positive,0.9895201921463013
"Housing prices in cities continue to moderate, says RBI report",2019-12-28,Neutral,0.9961085915565491
Insured deposits constitute 28.1% of assessable deposit base at March-end,2019-12-28,Neutral,0.9999886751174927
UCBs to be part of CRILIC reporting framework from December 31,2019-12-28,Neutral,0.9997866749763489
Impact of NBFC failures on banking system has reduced in past 6 months: RBI,2019-12-27,Negative,0.8651363849639893
"Grappling with stress, PSBs need to build buffers to absorb shocks: Report",2019-12-27,Neutral,0.9613525867462158
Bank frauds rise to Rs 1.13 trn in H1 FY20 due to detection delay: RBI,2019-12-27,Negative,0.9901713728904724
"Steeply falling revenue risks fiscal parameters, could be a challenge: RBI",2019-12-27,Negative,0.9999850988388062
Report all exposures above Rs 5 crore: RBI directs large co-op banks,2019-12-27,Neutral,0.9999959468841553
NBFCs' gross NPA ratio rises from 6.1% to 6.3% in Sept: RBI report,2019-12-27,Positive,0.9193896651268005
RBI's G-sec purchases under 'operation twist' a comforting factor for PSBs,2019-12-27,Positive,0.5134658217430115
Improve corporate governance to lift economic efficiency: RBI to India Inc,2019-12-27,Positive,0.9999998807907104
"To safeguard banking, SBI to introduce OTP-based ATM transactions from Jan",2019-12-27,Neutral,0.9999920129776001
Banks' gross NPA ratios may rise from 9.3% to 9.9% by Sept 2020: RBI,2019-12-27,Neutral,0.9912353754043579
"LIC pays Rs 2,611 cr dividend to govt, generated Rs 53,214.41 cr in 2018-19",2019-12-27,Neutral,0.9999955892562866
"SFBs slow in MUDRA credit offtake in Odisha, extend just 2% of total loans",2019-12-27,Negative,0.9907490611076355
"PMC Bank crisis: Administrator to seek valuation of HDIL's aircraft, yacht",2019-12-27,Neutral,0.9922531247138977
"Govt approves infusion of Rs 4,360 cr in IOB; UCO Bank gets Rs 2,142 cr",2019-12-27,Neutral,0.9999974966049194
"IOB to get Rs 4,360 crore from govt, hopes to report profits from March",2019-12-27,Neutral,0.9994890689849854
"Slowdown blues: Bank credit growth may fall to 6.5-7% in FY20, says Icra",2019-12-27,Negative,0.9991614818572998
FM Nirmala Sitharaman to hold review meeting with PSB chiefs on Saturday,2019-12-27,Neutral,0.999996542930603
RBI to again conduct special open-market operation on December 30,2019-12-27,Neutral,0.9999792575836182
Loans and advances of foreign banks operating in India grew 13% in FY19,2019-12-27,Positive,0.9990400671958923
"Airtel Payments Bank enables NEFT, users can make transfers at any time",2019-12-26,Neutral,0.9999614953994751
"As builders focus on building cheaper apartments, home sales jump in Mumbai",2019-12-26,Positive,0.9731255769729614
"Ahead of merger, Allahabad Bank gets Rs 2,153-cr fresh capital from govt",2019-12-26,Neutral,0.999988317489624
"RBI appoints J&K Bank as lead banking convenor for J&K, SBI for Ladakh",2019-12-26,Neutral,0.9999899864196777
Banking sector net NPA may improve to 3.2% by FY20 end: ICRA report,2019-12-26,Positive,0.9999386072158813
"PNB raises Rs 1,500 cr via bonds, funds to be used for business expansion",2019-12-26,Neutral,0.9999916553497314
"Courts crack whip on Mallya, Nirav Modi in 2019; relief for Ajit Pawar",2019-12-26,Neutral,0.6647849082946777
Bad loans taken over by ARCs rose 17.4% in 12 months ended June 2019,2019-12-26,Neutral,0.5250973701477051
Digital banking initiatives of PSBs under merger likely to be delayed,2019-12-25,Negative,0.9999599456787109
"UCBs need to address weak governance, slow tech adoption, says RBI report",2019-12-24,Negative,0.9966855645179749
"Total amount in bank frauds rise 74% to Rs 71,543 cr in FY19: RBI report",2019-12-24,Neutral,0.9153055548667908
Shadow banking crisis: NBFCs' asset quality under stress as profit slips,2019-12-24,Negative,0.9999998807907104
Assess health of PSbs by their ability to raise resource from market: RBI,2019-12-24,Positive,0.6701159477233887
"IMF cautions India against fiscal stimulus, says govt should go for reforms",2019-12-24,Neutral,0.9998890161514282
IMF raises questions over methodology to calculate GDP growth in India,2019-12-24,Negative,0.9992499947547913
Corporate governance 'fault lines' emerging at some pvt lenders: RBI report,2019-12-24,Neutral,0.997338593006134
"Bengaluru, Mumbai to see healthy office rental growth in 2020: Report",2019-12-24,Positive,0.9999933242797852
Anti-CAA protests in Assam: MFIN asks RBI forbearance for extended payments,2019-12-24,Neutral,0.9978505373001099
RBI believes PSU banks merger can create lenders of global scale,2019-12-24,Positive,0.9965507984161377
"HDFC to mop up Rs 2,500 crore by issuing bonds on private placement basis",2019-12-24,Neutral,0.9999799728393555
Gross NPA ratio improves to 9.1% at Sept end from 11.2% y-o-y: RBI,2019-12-24,Positive,0.9999988079071045
"GST fraud worth Rs 900 crore busted, three sent to judicial custody in TN",2019-12-23,Neutral,0.999886155128479
RBI caps lending on P2P platforms at Rs 50 lakh to shield consumer interest,2019-12-23,Neutral,0.9999899864196777
"Telangana banks' advances grew 0.37%  to Rs 1,966 cr in first half of FY20",2019-12-23,Positive,0.8934574723243713
Number of debit cards fall by 15% to hit two-year low in 2019: RBI data,2019-12-23,Neutral,0.9443446397781372
Lenders call for bids to rescue shadow bank Altico as crisis deepens,2019-12-23,Neutral,0.913730800151825
Federal Bank ties up with Magicbricks to recover dues from 30 big accounts,2019-12-23,Neutral,0.9993477463722229
"Rate cuts to 'operation twist', RBI governor is pushing policy boundaries",2019-12-23,Neutral,0.9954861998558044
"Slowdown in SME sector can hurt mid-sized private banks, be selective",2019-12-22,Negative,0.9997827410697937
"IBA to set up framework to address consortium, multiple lending issues",2019-12-22,Neutral,0.9999589920043945
"IDBI to be out of PCA framework in Q4FY20 helped by IBC, capital infusion",2019-12-22,Positive,0.9462557435035706
"SBI chief nudges industry to borrow and invest, says no dearth of fund",2019-12-21,Neutral,0.9997993111610413
"Deposit rate cut beyond a point is risky, India lacks safety net: SBI chief",2019-12-21,Negative,0.9993599057197571
"Most banks will improve stressed assets by March, says SBI chairman",2019-12-21,Neutral,0.9000293016433716
"PFRDA likely to be sole pension regulator, seeks additional IT exemptions",2019-12-20,Neutral,0.9885557293891907
"Do not want businesses to shut, will help revive: Sitharaman to India Inc",2019-12-20,Neutral,0.9992294311523438
"Four companies including SBI Card, ICICI Home Finance to list papers on BSE",2019-12-20,Neutral,0.9999688863754272
AIIB announces $210 million loan for irrigation & solar energy projects,2019-12-20,Neutral,0.9996117949485779
Women's share in life insurance policies is 36% in FY19: Irdai report,2019-12-20,Neutral,0.9999948740005493
"IDBI Bank plans to raise up to Rs 2,000 crore through tier-II bonds",2019-12-20,Neutral,0.9999483823776245
Take measures to improve ease of doing business: India Inc to Sitharaman,2019-12-19,Positive,0.9997547268867493
"Foreign funds push investment in real estate up 9% to Rs 43,780 cr: Report",2019-12-19,Positive,0.5854734778404236
"HDIL, its promoters to repay loan to PMC Bank, assets to be sold soon: HC",2019-12-19,Neutral,0.9999001026153564
Ind-Ra downgrades YES Bank on inadequate equity infusion; places on RWN,2019-12-19,Neutral,0.9371069073677063
"Bank of Baroda underreported bad loans by Rs 5,250 cr in FY19: RBI report",2019-12-19,Neutral,0.9997703433036804
RBI defends its nod for sacking Kochhar; matter to be heard on January 13,2019-12-19,Neutral,0.9986690282821655
"JM Financial goes digital, pools in FDs to help cash-strapped NBFCs",2019-12-18,Neutral,0.9999927282333374
Bring not-for-profit microlenders under regulatory framework: MFI body,2019-12-18,Neutral,0.9997281432151794
"Finance Ministry asks central, state depts to continue work with IDBI Bank",2019-12-18,Neutral,0.9999675750732422
"Bank of Baroda raises Rs 1,747 cr by issuing Basel III-compliant bonds",2019-12-18,Neutral,0.9999141693115234
Banks likely to take more loan write-offs due to weak recovery prospects,2019-12-17,Negative,0.9999984502792358
"With 'restrictive' norms, not many takers for small finance bank licences",2019-12-17,Neutral,0.6622371077537537
Consumer complaints at Offices of Banking Ombudsman rise 20% in FY19: RBI,2019-12-17,Positive,0.5782796740531921
"SAT denies relief to Axis Bank in Karvy case, asks it to approach Sebi",2019-12-17,Neutral,0.9987088441848755
Fitch affirms Bank of Baroda's IDR at 'BBB-'; VR off rating watch negative,2019-12-17,Negative,0.7999889850616455
Retail loans set to double to Rs 96 trn in next 5 yrs: ICICI-CRISIL report,2019-12-17,Neutral,0.9986580610275269
SBI may take 3 years to list general insurance arm: Chairman Rajnish Kumar,2019-12-17,Neutral,0.9999854564666748
UCO Bank raises Rs 500 crore by issuing Basel III compliant bonds,2019-12-16,Neutral,0.9996856451034546
"Equitas Small Finance Bank files draft papers for IPO, to raise Rs 550 cr",2019-12-16,Neutral,0.9999703168869019
RBI opens 24x7 NEFT window; over 1.14 mn transactions done in first 8 hours,2019-12-16,Neutral,0.9999973773956299
"SBI, KfW sign $277 mn agreement for energy-efficient housing programme",2019-12-16,Neutral,0.9999666213989258
PMC Bank money-laundering case: ED files chargesheet against HDIL promoters,2019-12-16,Neutral,0.998616099357605
PMC Bank depositors detained for protesting outside CM Thackeray's house,2019-12-15,Neutral,0.9994574189186096
"PNB under-reported bad loans by Rs 2,617 cr in FY19: RBI report",2019-12-14,Neutral,0.9780126214027405
"New intraday liquidity window for NEFT settlement from Monday, says RBI",2019-12-14,Neutral,0.999993085861206
"Post PMC scam, RBI board discusses functioning of co-operative banks",2019-12-13,Neutral,0.9999983310699463
"RBI considers extending bank-like vigil on NBFCs, cooperative banks",2019-12-13,Neutral,0.9999971389770508
"South Indian Bank needs Rs 1,000 cr tier-I capital in next 15 months",2019-12-13,Neutral,0.9999418258666992
"CCI approves stake buy in SBI General Insurance by Napean, Honey Wheat",2019-12-13,Neutral,0.9997884631156921
"FDI at record levels, Rs 4.47 trillion sanctioned to NBFCs, HFCs: CEA",2019-12-13,Neutral,0.9999741315841675
Cash woes at India shadow lenders may lead to more bad debt at banks,2019-12-13,Negative,0.9999964237213135
AU Small Fin Bank raises Rs 525 cr from Temasek arm Camas Investments Pte,2019-12-13,Neutral,0.9999788999557495
"YES Bank share sale: Erwin Singh Braich, family offices may not be included",2019-12-13,Neutral,0.9999779462814331
"SFBs need to widen deposit base by Rs 60,000 crore in 2 yrs: Report",2019-12-12,Neutral,0.9958503246307373
"Deloitte, Sells failed to comply with auditing standards during IFIN audit",2019-12-12,Negative,0.9984715580940247
Allahabad Bank to slash MCLR across tenors by 5 bps from Saturday,2019-12-12,Neutral,0.9996125102043152
BoB signs share purchase agreement to sell Trinidad & Tobago business,2019-12-12,Neutral,0.9994949102401733
Maharashtra govt to take up concerns of PMC Bank depositors with RBI,2019-12-12,Negative,0.9987460374832153
Is YES Bank getting quality offers? Delay raises some serious questions,2019-12-12,Negative,0.997583270072937
Time running out fast for YES Bank as it scouts for a new investor,2019-12-12,Neutral,0.9996436834335327
"Das meets heads of PSBs, discusses transmission of rates, stressed assets",2019-12-12,Neutral,0.999998927116394
MFIs managing risk by turning to tech innovation to ensure loan repayment,2019-12-11,Neutral,0.9900644421577454
"NBFCs, HFCs rated up to BBB+ come under partial credit guarantee scheme",2019-12-11,Neutral,0.9990088939666748
"Bank of India eyes Rs 10,000 cr loan sales in ongoing special drive",2019-12-11,Neutral,0.9993002414703369
PNB Housing Finance clarifies rumours about Omaxe group loan exposure,2019-12-11,Neutral,0.9093822836875916
Lending rules for weak shadow banks eased to help them access more funds,2019-12-11,Positive,0.8695083856582642
Non-bank growth to fall to 6-8% in FY20; lowest in a decade: Crisil,2019-12-11,Negative,0.9999959468841553
UP cooperative bank employees' PF trust invested Rs 21 cr in scam hit DHFL,2019-12-11,Neutral,0.9999877214431763
"YES Bank extends fall, shares slip over 15% on capital infusion concerns",2019-12-11,Negative,0.9999983310699463
Credit Suisse cuts profit target as revenue set to fall short amid slowdown,2019-12-11,Negative,0.999991774559021
Reserve Bank of India February rate cut on a knife's edge: Reuters poll,2019-12-11,Neutral,0.999823272228241
"IIFL sees opportunity in crisis, bets on beleaguered financial sector",2019-12-11,Positive,0.9987965822219849
"Cashiers, peon among those penalised for bank NPAs in FY18, reveals RTI",2019-12-11,Neutral,0.9999839067459106
"Unable to find itself a decent suitor, YES Bank needs an arranged match",2019-12-11,Neutral,0.8961818218231201
"Credit crisis is easing in India, but only for safest corporate borrowers",2019-12-11,Negative,0.9841295480728149
"SBI under-reported its FY19 NPAs by Rs 11,932 crore, find RBI auditors",2019-12-11,Neutral,0.8523303270339966
Banks' retail credit growth rose due to securitisation by NBFCs: Report,2019-12-10,Positive,0.996842622756958
Union Bank cuts MCLR 5-10 bps across tenors; one-year rate revised to 8.2%,2019-12-10,Neutral,0.9937432408332825
"Yes Bank mulls Citax Holdings offer, Erwin Singh Braich still in fray",2019-12-10,Neutral,0.9997926354408264
Onion prices could hold the key to RBI's next monetary policy move,2019-12-10,Neutral,0.9997405409812927
"IDBI to sell 49% stake in two of its subsidiaries, to retain control",2019-12-10,Neutral,0.9974246025085449
YES Bank to consider $500-mn Citax offer; Braich's offer under discussion,2019-12-10,Neutral,0.9999876022338867
Bank of Baroda and HDFC Bank cut MCLR by 5 bps and 15 bps respectively,2019-12-10,Neutral,0.957797646522522
"UCO Bank cuts MCLR by 10 basis points across tenors, revises rate to 8.3%",2019-12-10,Neutral,0.9998050332069397
"SBI under-reported bad loans by Rs 11,932 crore in FY19: RBI report",2019-12-10,Neutral,0.9998051524162292
"PSBs turn profitable in Apr-Sep FY20, post aggregate profit of Rs 3221 cr",2019-12-09,Positive,0.9999525547027588
Kochhar challenges RBI decision to terminate her; HC seeks bank's response,2019-12-09,Neutral,0.8960506916046143
BoB to sell 10.4 mn shares in proposed UTI AMC initial public offering,2019-12-09,Neutral,0.9998437166213989
Chanda Kochhar termination: Bombay HC seeks RBI's reply before next hearing,2019-12-09,Neutral,0.9999881982803345
"ICICI Bank opens new center in Bahrain, offers retail, corporate banking",2019-12-09,Neutral,0.9999980926513672
Yes Bank likely to reject $1.2 bn offer from Canadian tycoon Erwin Braich,2019-12-09,Neutral,0.9990119934082031
"SBI cuts MCLR rate by 10 bps for one-year loan, deposit rates unchanged",2019-12-09,Neutral,0.9996647834777832
"In 8th cut this year, SBI reduces MCLR by 10 bps across all tenors",2019-12-09,Neutral,0.9978156089782715
What happens when a co-op bank comes under banking act?,2019-12-09,Neutral,0.9995019435882568
"Co-op banks may come under banking act, forced conversion not ruled out",2019-12-09,Neutral,0.9998935461044312
One year of Guv Shaktikanta Das at RBI: Keep calm and do what's needed,2019-12-08,Neutral,0.9997358918190002
Amalgamated entity of 3 PSBs to retain sovereign status: UBI chief,2019-12-07,Neutral,0.999144434928894
Nepal SBI post 13% growth in net profit at Rs 229.25 crore for FY19,2019-12-07,Positive,0.9997900128364563
State-owned banks to help small businesses with loans in month-long drive,2019-12-07,Neutral,0.992537796497345
30 committees monitoring the Canara-Syndicate Bank merger process,2019-12-07,Neutral,0.9999651908874512
"LIC, SBI, Bank of Baroda get until Dec 2020 to bring UTI MF stake below 10%",2019-12-07,Neutral,0.9995878338813782
"Digital India push: From December 16, you can make NEFT transfers 24x7",2019-12-06,Neutral,0.9999051094055176
"Bank of India to raise up to Rs 10,000 cr through bonds, preference shares",2019-12-06,Neutral,0.9996936321258545
YES Bank shares tumble 10% after Moody's downgrades foreign currency rating,2019-12-06,Negative,0.9999371767044067
Irdai may allow merged state-run banks to hold over 10% in insurance firms,2019-12-06,Neutral,0.9999481439590454
Bank of America opens Global Business Services Center at GIFT-IFSC,2019-12-06,Neutral,0.9999943971633911
Axis Bank looks for successor as CFO Jairam Sridharan puts in papers,2019-12-06,Neutral,0.9999957084655762
"RBL Bank raises Rs 2,025 cr from Bajaj group, other investors",2019-12-06,Neutral,0.999859094619751
"In 3 years, banks gave $745 bn to cos planning new coal power plants: NGOs",2019-12-06,Neutral,0.999997615814209
Canada's CPPIB to invest up to $600 million in Indian infrastructure fund,2019-12-06,Neutral,0.9999682903289795
Final report on PMC Bank is expected by Dec-end: RBI guv Shaktikanta Das,2019-12-06,Neutral,0.9999994039535522
RBI monetary policy review: Client exposure norms for UCBs to be tightened,2019-12-06,Neutral,0.9960210919380188
"RBI keeps repo rate unchanged at 5.15%, stance stays accommodative",2019-12-06,Neutral,0.9997617602348328
"Despite RBI's accommodative stance, analysts expect long pause on rate cuts",2019-12-05,Negative,0.9955718517303467
"CBDT issues draft notification on fund managers' remuneration, seeks inputs",2019-12-05,Neutral,0.9999688863754272
Better-performing NBFCs able to get funds at pre-IL&FS rates: RBI governor,2019-12-05,Positive,1.0
Bombay HC junks PMC Bank depositors' plea for lifting withdrawal cap,2019-12-05,Neutral,0.999289870262146
RBI probing HDFC Bank's net banking and mobile banking app outage,2019-12-05,Neutral,0.9982122182846069
Payment Banks can become SFB after five years under new RBI norms,2019-12-05,Neutral,0.999993085861206
Corporate sentiment improving in early sign of economic recovery: SBI MD,2019-12-05,Positive,1.0
PMC Bank scam: RBI expects forensic audit report by end of this month,2019-12-05,Neutral,0.9999840259552002
Indian banks' NPA write-offs to continue amid low recoveries: Fitch Ratings,2019-12-05,Neutral,0.4450750946998596
"Corporate lending facing demand slowdown, muted growth, says SBI MD",2019-12-05,Negative,0.9977849721908569
"Moody's downgrades Yes Bank's ratings, assigns negative outlook",2019-12-05,Negative,0.9999256134033203
To develop secondary market for corporate loans RBI to facilitate SRB,2019-12-05,Neutral,0.9999337196350098
Maharashtra govt suggests troubled PMC Bank's merger with MSC Bank,2019-12-05,Negative,0.9762309193611145
States should come up with plan to curb digital banking fraud: LS speaker,2019-12-05,Neutral,0.9999524354934692
Cooperative banks with assets over Rs 500 cr to be under CRILC: RB,2019-12-05,Neutral,0.9999537467956543
"RBI proposes new prepaid card for digital transactions of up to Rs 10,000",2019-12-05,Neutral,0.9999833106994629
Monetary Policy: Reserve Bank picked a heck of a time to slow things down,2019-12-05,Neutral,0.784926176071167
"RBI is completely against private digital currencies, says Shaktikanta Das",2019-12-05,Neutral,0.9999387264251709
"Loan melas a short-term salve, may come back to bite NPA-hit banks",2019-12-05,Neutral,0.9998574256896973
"Stung by the cash crunch, India's top shadow banks find respite overseas",2019-12-05,Negative,0.9996275901794434
"Post-merger, turnover of Syndicate Bank and Canara Bank will be Rs 15 trn",2019-12-04,Neutral,0.9999732971191406
"Railway spends Rs 22,000 crore on salary, pensions; finances take a hit",2019-12-04,Neutral,0.9929821491241455
Govt looks to ease lending rules for NBFCs to lift cash-starved financiers,2019-12-04,Positive,0.9926102757453918
"As banks turn immune to monetary policy, QE may save the day for RBI",2019-12-04,Neutral,0.9900426864624023
Link capital infusion to banks' balance-sheet clean-up: Arcil chief,2019-12-04,Neutral,0.9987020492553711
"IBC report card: In 3 years, 48% cases initiated by operational creditors",2019-12-03,Neutral,0.9999895095825195
PMC Bank scam: Mumbai Police EOW arrests 3 ex-directors after questioning,2019-12-03,Neutral,0.9997672438621521
"Flush with liquidity, RBI is quietly buying bonds from the open market",2019-12-03,Neutral,0.9923827052116394
"Think retail, think detail: More calibrated retail banking growth ahead",2019-12-03,Positive,0.9734200835227966
Bad loans spike at Altico Capital India amid restructuring plan pushback,2019-12-03,Negative,0.9957118034362793
"HDFC Bank net banking, mobile app suffer outages for a second day",2019-12-03,Negative,0.9998052716255188
"51 absconders have defrauded country of Rs 17,900 cr, CBI probing: Govt",2019-12-03,Neutral,0.9989660978317261
Record Rs 4.9 trillion loans disbursed during Oct-Nov: Sitharaman,2019-12-03,Neutral,0.5524797439575195
"10,860 cases under IBC pending before NCLT at the end of Sept",2019-12-03,Neutral,0.9999011754989624
Merger of 10 public sector banks won't lead to any job losses: Govt,2019-12-03,Negative,0.9991936087608337
"Banks need Rs 50,000 cr additional capital to support loan growth: Fitch",2019-12-03,Neutral,0.9941131472587585
Only up to Rs 1 lakh of depositor money insured in banks: RBI subsidiary,2019-12-03,Neutral,0.9999420642852783
Bandhan Bank eyes big role in affordable housing finance segment,2019-12-02,Neutral,0.9999476671218872
Chanda Kochhar seeks time from HC to make RBI party in ICICI Bank case,2019-12-02,Neutral,0.9999697208404541
Axis Bank launches wealth management offering for the ultra-rich,2019-12-02,Neutral,0.9997088313102722
"Lack of marquee investors, fear of RBI refusal hit YES Bank shares, bonds",2019-12-02,Negative,0.9999935626983643
"$14 bn loans to builders under severe stress, may result in default: Report",2019-12-02,Negative,0.9998700618743896
NCLT admits crippled mortgage player DHFL for bankruptcy proceedings,2019-12-02,Neutral,0.99960857629776
"Tax cuts aimed at attracting investment, generating jobs: Sitharaman",2019-12-02,Neutral,0.958002507686615
78% PMC bank depositors can withdraw entire deposits: Sitharaman,2019-12-02,Neutral,0.9999809265136719
Who is Erwin Braich? Canadian who committed to Yes Bank's $2 bn pledge,2019-12-02,Neutral,0.9999892711639404
Axis Bank says doubling loan provisions for 'stressed' sectors,2019-12-01,Neutral,0.9692777991294861
How India's millennial credit card boom is running into Ambani's ambitions,2019-12-01,Neutral,0.9601837396621704
RBI's Dec policy move could turn real interest rate negative: Economists,2019-12-01,Negative,0.9999988079071045
RBL Bank to raise Rs 826 cr via preferential allotment to five investors,2019-11-30,Neutral,0.9998441934585571
Kerala govt set to get its own bank as HC allows merger of co-op lenders,2019-11-30,Neutral,0.9999951124191284
Yes Bank invoked 6.5 mn shares of Reliance Infra between November 25-28,2019-11-30,Neutral,0.9999576807022095
"Banks gave about Rs 72,136 crore to NBFCs from April to October 2019",2019-11-30,Neutral,0.9999957084655762
"In a first, RBI moves NCLT seeking insolvency proceeding against DHFL",2019-11-30,Neutral,0.9192026257514954
YES Bank expands equity offer to $2 billion; board to meet on December 10,2019-11-29,Neutral,0.9999953508377075
"Liquidity pressures faced by NBFCs, HFCs, to continue: Fitch Ratings",2019-11-29,Negative,0.9831255078315735
"Bank recapitalisation should be done through cash, not bonds: Rangarajan",2019-11-29,Neutral,0.9999949932098389
Crisis-hit Yes Bank poised to reveal crucial fund-raising details,2019-11-29,Positive,0.9995830655097961
It will need more than a rate cut to salvage India's sputtering economy,2019-11-29,Negative,0.5291708707809448
India's banks wrote off Rs 2 trillion worth of bad loans in 2018-19,2019-11-29,Neutral,0.9748238921165466
"Loans sanctioned by NBFC sector drops 34% in Q2, personal loans see uptick",2019-11-28,Positive,0.9435415267944336
ADB extends $451 million loan for Chennai-Kanyakumari Industrial Corridor,2019-11-28,Neutral,0.9999444484710693
Muthoot Fincorp expects 15-17% growth in assets management in current FY,2019-11-28,Neutral,0.6547457575798035
"Edelweiss Housing, Bank of Baroda tie up for for co-lending on home loans",2019-11-28,Neutral,0.9999914169311523
"MFI sector growth falters and defaults rise with Assam protests, slowdown",2019-11-28,Negative,0.9999978542327881
"Bank of Baroda raises Rs 1,650 crore via Basel-III compliant bonds",2019-11-28,Neutral,0.9999706745147705
"Sitharaman seeks Parliament nod for additional spending of Rs 21,246.16 cr",2019-11-28,Neutral,0.999864935874939
PE funds bet big on crisis-hit NBFCs even as other investors balk,2019-11-28,Neutral,0.9717708826065063
"RBI may give mutual funds, NBFCs access to large credit information",2019-11-28,Neutral,0.9999864101409912
Ujjivan SFB's Rs 750-cr IPO priced at 3x its book value; issue opens Dec 2,2019-11-27,Neutral,0.9999998807907104
"SBI's credit card arm files offer document; aims to raise Rs 9,500 cr",2019-11-27,Neutral,0.9998646974563599
"PMC scam: Court approves sale of two jets, yacht owned by HDIL's Wadhawans",2019-11-27,Neutral,0.9998947381973267
Irdai slaps Rs 2-cr fine on India Infoline Insurance for violating norms,2019-11-27,Neutral,0.9998635053634644
RBI mulls one-time rollover loan recast of select real estate firms,2019-11-26,Neutral,0.9999693632125854
Electoral bonds: FinMin knew serial number could reveal donor's identity,2019-11-26,Neutral,0.999983549118042
"RBI red flags rising Mudra bad loans, asks banks to 'monitor closely'",2019-11-26,Neutral,0.7022759914398193
Oman India Joint Investment Fund II buys 9.9% in Capital SFB for Rs 84 cr,2019-11-26,Neutral,0.9999974966049194
Karvy ban shows India must get rid of dodgy brokers to back healthy equity,2019-11-26,Neutral,0.953390896320343
"IL&FS case: NCLT turns heat on CEOs of Axis, Standard Chartered Bank",2019-11-25,Neutral,0.999579131603241
Microfinance industry's gross loan portfolio jumps 48% to Rs 2 trn in Q2,2019-11-25,Positive,0.9999996423721313
"IBC rules for NBFC resolution credit positive for banks, says Moody's",2019-11-25,Positive,0.9999698400497437
DHFL lenders to make provisions from Dec quarter as auditor checks company,2019-11-25,Neutral,0.9994935989379883
Lenders likely to opt for IBC for debt resolution of big accounts,2019-11-24,Neutral,0.999603807926178
RBI mulls new rules on corporate governance; wants banks to 'disclose more',2019-11-22,Neutral,0.9998210072517395
No govt pressure; compulsions are different: Rajnish Kumar on SBI's lending,2019-11-22,Neutral,0.9994348883628845
"SBI raises Rs 3,814 crore from perpetual bonds to fund business growth",2019-11-22,Neutral,0.9999085664749146
"PMC bank scam: ED consents to disposal of 2 planes, yacht of HDIL group",2019-11-22,Neutral,0.9996272325515747
Yes Bank sells over 1.3 million shares of Reliance Capital via open market,2019-11-22,Neutral,0.9999874830245972
"BS Banking Forum 2019: 'Time for NBFCs to reinvent, recalibrate to survive'",2019-11-22,Neutral,0.9983281493186951
BS Banking Forum 2019: 'Trust factor will always keep banks ahead of tech',2019-11-22,Neutral,0.9999570846557617
"India's banking sector at a turning point, thanks to the SC: Morgan Stanley",2019-11-22,Neutral,0.999626874923706
